,Title,Year,Id,Overview,TMDB_Id,Average_vote,Popularity,Revenue,Budget,Genre,Keywords,Cast,Director,Poster
223,Prem Ratan Dhan Payo,2015.0,tt3595298,"While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",362136.0,5.443,9.387,67000000.0,23400000.0,"['Romance', 'Drama', 'Action']",[],"['Anupam Kher', 'Salman Khan', 'Sanjay Mishra']",Sooraj Barjatya,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/pCxT9c2E0YhzxsSkweVW2ELO3mS.jpg
224,X,2015.0,tt13560574,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",760104.0,6.738,121.811,15113105.0,1000000.0,"['Horror', 'Thriller']","['van', 'sheriff', 'war veteran', 'gas station', 'shotgun', '1970s', 'texas', 'alligator', 'porn star', 'serial killer', 'slasher', 'porn actress', 'elderly couple', 'isolated farmhouse', 'existentialism', 'adult filmmaking', 'disturbed', 'aggressive', 'televangelist', 'pastiche', 'horrified']","['Jenna Ortega', 'Mia Goth', 'Karen Gillan']",Sam Levinson,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg
225,Angry Indian Goddesses,2015.0,tt3368222,A photographer invites her closest friends to vacation at her family's home in Goa in celebration of her upcoming marriage.,358893.0,6.9,7.112,,,"['Comedy', 'Drama']","['photographer', 'female friendship', 'rape and murder', 'india', 'policeman', 'bachelorette party']","['Adil Hussain', 'Sarah-Jane Dias', 'Tannishtha Chatterjee']",Pan Nalin,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/qn7kTThiHtZHp7CAdpGSS9ik4ly.jpg
226,Tamasha,2015.0,tt3148502,"Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again.",339274.0,6.701,13.709,,,"['Romance', 'Drama', 'Comedy']","['storytelling', 'nonlinear timeline']","['Deepika Padukone', 'Ranbir Kapoor', 'Javed Sheikh']",Sonal Joshi,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/t1TzkKuFM7So4an36VOO4Qst5k3.jpg
227,Hate Story 3,2015.0,tt4865436,Siya appears to be the bone of contention between warring businessmen Aditya and Saurav. But this one runs deeper than your average love triangle.,361131.0,4.942,5.152,8900000.0,2900000.0,"['Thriller', 'Drama']","['businessman', 'family business ', 'revenge', 'relationship', 'urban setting', 'erotic thriller']","['Priyanshu Chatterjee', 'Zareen Khan', 'Sharman Joshi']",Vishal Pandya,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/tJVh1ZHZNgR8nqV3j3iSy8fA6Bb.jpg
228,Kajarya,2015.0,tt3261022,"Set in the present times against two backdrops, New Delhi with its shining buildings and apparent cosmopolitan veneer thinly veils an underbelly of crimes against women and corruption at all levels. And a small village just 80 kilometers from New Delhi that is stuck in a time warp. Kajarya a woman in her early thirties has a strange but important place in the village social structure; she murders unwanted girl infants in the garb of religion. Meera is a rookie reporter.",400662.0,6.8,3.611,,,['Drama'],"['woman director', 'female foeticide']","['Sumeet Vyas', 'Manoj Bakshi', 'Nasir Ali']",Qaushiq Mukherjee,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/b34tAfftNKZL1Lis2VylFbgc8qS.jpg
229,The Silent Heroes,2015.0,tt4309284,"The story of 13 Real deaf children and their heroism, passion and humanity.",375057.0,7.5,0.297,,,"['Family', 'Adventure', 'Drama']",[],"['Mann Bagga', 'Gurfareen Bano', 'Maanuv Bharadwaj']",,
230,Bajirao Mastani,2015.0,tt3735246,"Peshwa Bajirao married to Kashibai, falls in love with Mastani, a warrior princess in distress. They struggle to make their love triumph amid opposition from his conservative family.",362045.0,7.274,19.012,56000000.0,19500000.0,"['History', 'Romance', 'Drama']","['epic', 'husband wife relationship', 'based on true story', 'romance', 'love', 'battle', 'period drama', '18th century', 'warrior', 'mother son relationship']","['Priyanka Chopra Jonas', 'Deepika Padukone', 'Irrfan Khan']",Sanjay Leela Bhansali,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/a3kM4CBTSI4NC8KYeSRJCh55liV.jpg
231,Dilwale,2015.0,tt4535650,Raj is a Mafia member. One day he meet a girl (Meera) while chasing by his rival gang and falls in love with her. Later he finds out that this girl is the daughter of the leader of his rival gang. Yet their love story continues until he was shot by his girlfriend upon a deep misunderstanding. After that incident these two lovers lives separate until their siblings fallen in love. With this new love story their paths intertwines again.,370665.0,6.6,21.156,61000000.0,26000000.0,"['Crime', 'Action', 'Comedy']",['mafia'],"['Kajol', 'Shah Rukh Khan', 'Kriti Sanon']",Rohit Shetty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/4jVu65xoOyOdk76J9jNTGmPK0dY.jpg
232,Chhota Bheem Himalayan Adventures,2016.0,tt5212160,When Hidimbak attacks manali Bheem has to stop that strong man,400706.0,1.0,0.094,,,,[],[],,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/9Y0QaZeHl7AMUWEKc0w8K7sb5Iy.jpg
233,Wazir,2016.0,tt0315642,"'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer. Brought together by grief and a strange twist of fate, the two men decide to help each other win the biggest games of their lives. But there's a mysterious, dangerous opponent lurking in the shadows, who is all set to checkmate them.",275269.0,6.638,9.186,9200000.0,5200000.0,"['Thriller', 'Action', 'Crime']",['chess'],"['Amitabh Bachchan', 'John Abraham', 'Farhan Akhtar']",Bejoy Nambiar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/A5I6rAFG3rLborOF8BCcjs4EBcx.jpg
234,Chalk n Duster,2016.0,tt4600778,"Chalk n Duster is an emotional journey of two teachers Vidya ( Shabana Azmi) &amp; Jyoti ( Juhi Chawla) , serving at a Mumbai - based High School. Their passion and love for teaching, bonds them in a special relationship with their students. Their gratification is good grades, moral values they strive to impart to students",378301.0,7.2,5.438,,,['Drama'],"['education', 'teacher', 'school', 'educational']","['Shabana Azmi', 'Jackie Shroff', 'Richa Chadha']",Jayant Gilatar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ry5Vs8Zjh2yWQ1NSODpDxLfI7ok.jpg
235,Rebellious Flower,2016.0,tt4659548,The film on the life of guru Osho Rajneesh and his spiritual journey to enlightenment.,400485.0,6.0,3.696,,,,[],"['Shashank Singh', 'Shaneel Sinha']",Krishan Hooda,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/x69ODvCEv10xHP8A8ErUkLgcFLp.jpg
236,Airlift,2016.0,tt4387040,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",375290.0,7.099,8.592,32000000.0,4500000.0,"['Drama', 'History', 'Action']","['evacuation', 'based on true story', 'iraq war']","['Akshay Kumar', 'Kumud Mishra', 'Nimrat Kaur']",Nikkhil Advani,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/oyaxIm3kTWDQtcYQ45eN5sZ6WIz.jpg
237,Jugni,2016.0,tt3453964,"Jugni (Firefly) is the beat of the soul, the free-flying spirit. Jugni is Vibhavari (Vibs). Vibs is a music director, working on her first big break in the Hindi film industry. When work and home affairs, with her live-in boyfriend Sid hit a high tide, Vibs hits the road with a glint of hope; to find music. The journey takes her to a village in Punjab in the search of a Bibi Saroop, whose voice holds the promise that Vibs is searching for. But as the twist of fate would have it, Mastana, Bibi's son and a proficient singer himself, is the voice and man who winds his way into Vibs' heart. From here on, Jugni is about striking balances, making tough decisions while trying to soften the blows and dealing with the studied dramatic turns and unpredictabilities of life and finding the place which one can call home; home of the heart, where the firefly is at her brightest.",400484.0,6.5,4.69,,,['Drama'],['woman director'],"['Anurita Jha', 'Sugandha Garg', 'Sadhana Singh']",Shefali Bhushan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/fQjHWynvrbmzeegmmOGWFo8iTOi.jpg
238,Kyaa Kool Hain Hum 3,2016.0,tt5290620,"In order to impress his girlfriend's conservative father, a porn actor uses his fellow adult movie stars in creating a fake traditional family.",376884.0,2.828,7.125,,,['Comedy'],[],"['Shakti Kapoor', 'Gauahar Khan', 'Darshan Jariwala']",Umesh Ghadge,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/w9XCRN8JOe2cylkPePv6uLT6Bkc.jpg
239,Saala Khadoos,2016.0,tt5310090,"A grumpy boxing coach takes on a young, rebellious woman under his wings and starts training her for the world championship. But their biggest battle has to be fought outside the ring.",357706.0,7.4,14.376,2100000.0,300000.0,"['Action', 'Drama']","['corruption', 'sports', 'woman director', 'female boxing']","['Nassar', 'R. Madhavan', 'Radha Ravi']",Sudha Kongara Prasad,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/1aet6kjwoDwNWnwZ8Wtq08cH6QY.jpg
240,Mastizaade,2016.0,tt3726012,Two womanizing bachelors fall in love with twin sisters who run a sex addiction clinic.,363185.0,2.917,3.175,,,"['Romance', 'Comedy']",[],"['Sunny Leone', 'Ritesh Deshmukh', 'Shaad Randhawa']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/IzGNteyLQ3YJUMkjzu0mjtmQhS.jpg
241,Sanam Teri Kasam,2016.0,tt5255710,"A musical romantic movie exploring the journey that ensues when the blue blooded boy Inder, ""Who wanted to love no one"" crosses paths with Saru, ""Whom no one wanted to love"". All their lives they were waiting to meet, but they just didn't know it . A musical tale of love , longing and loss. Sanam Teri Kasam - A Love story sealed with a Curse.",381418.0,7.941,12.849,,,"['Drama', 'Romance']","['musical', 'loss']","['Vijay Raaz', 'Murali Sharma', 'Sudesh Berry']",Radhika Rao,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/yx0gPrJqdZei4PX8krLZXmIimSI.jpg
242,Ghayal,2016.0,tt0099652,"Ajay Mehra leaves for Bombay in order to train to become an international boxer. On his return to New Delhi he however found that his brother Ashok Mehra is missing, he decides to make complaints at the police station but this only leads to frustration. He decides to go and search for his brother himself but still does not find him. Later on Ashok's body is found and Ajay is accused of killing him as well as having an illicit relationship with his sister - in - law Indu Mehra. While in jail Ajay makes friends with some other hardcore convicts, who are good at heart. Then one day they escape the jail by overpowering the guards. But Ajay falls in love with Varsha a journalist who helped in showing Ajay the path to justice in killing the main villain Balwant Rai.",71308.0,6.944,3.86,19000000.0,,"['Action', 'Crime', 'Drama']","['loss of loved one', 'revenge', 'murder']","['Amrish Puri', 'Sharat Saxena', 'Sunny Deol']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/4LpT0OsORcPdrtHnolxRqtU3eo9.jpg
243,Fitoor,2016.0,tt4399594,"A young artist tries to win the heart of his muse, while her mother hatches a scheme to end his quest for true love.",376047.0,5.745,7.393,,,"['Romance', 'Drama']","['dancing', 'artist', 'love']","['Ajay Devgan', 'Lara Dutta', 'Katrina Kaif']",Abhishek Kapoor,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/oJA7kDRM52KwdzxfF0mk8t0o12e.jpg
244,Sanam Re,2016.0,tt4262516,A story about the man who is confused with his love life finds solace in his birthplace with his childhood love.,382717.0,6.134,6.038,4472886.0,3056472.0,"['Drama', 'Romance']","['love', 'reunion', 'true love']","['Rishi Kapoor', 'Manoj Joshi', 'Yami Gautam']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/kgZNHHZacK3iO18d7agg9iYQYWp.jpg
245,Direct Ishq,2016.0,tt4340180,Direct Ishq is a love triangle where Dolly Pandey is the common love interest of Kabeer Bajpai an event organiser and Vicky Shukla President of Kashi Vidyapeeth.,386365.0,4.7,1.407,,,"['Action', 'Comedy', 'Romance']",[],"['Rajneesh Duggal', 'Hemant Pandey', 'Arjun Bijlani']",Rajiv S. Ruia,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/dhgDd8CH43XsDmM6ANnrPPJmNnr.jpg
246,Ishq Forever,2016.0,tt4979160,"The film stars Ruhi Singh as Rhea, a free-spirited girl, whose life turns upside down when her father gets appointed as the Prime Minister of India. The fiercely independent Rhea starts to feel stifled because of the security team that accompanies her wherever she goes and the young lady jumps at the chance of an adventure provided by a mysterious stranger Aryan Shekhawat (Krishna Chaturvedi), who she runs off with while on a vacation in South Africa, much to the anguish of her security team led by RAW agents Lisa Ray and Jaaved Jaaferi.",386275.0,6.0,4.052,,,,[],"['Lisa Ray', 'Javed Jaffrey', 'Ruhi Singh']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/egLUPL96vSKd3qhNVc6RTBBg0g.jpg
247,LoveShhuda,2016.0,tt5209420,"For Gaurav Mehra and Pooja Misra, it could well have been a one-night stand which was a moment to remember, only to be erased over a period of time. However, when there is a lot more to it with dancing, talking and making merry accompanied by drinking, partying and making love, a connect is bound to be formed. A connect, which is subconscious, only to be realized when destiny has its own games to play! They are happy and content as individuals. But together they are happier, more at peace. They believe that they have already found love in respective lives. Together, they realize that this intense love they have for each other is something very different. Gaurav and Pooja may not be hunting for love as they truly feel that they have it all. But can one truly ignore the signs of something special that bonds the two together?",383860.0,8.7,2.51,,,"['Comedy', 'Romance']",[],"['Sachin Khedekar', 'Tisca Chopra', 'Girish Kumar']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ieulQukcFKol1YF44HKbQ2DHweR.jpg
248,Neerja,2016.0,tt5286444,"Neerja is a portrayal on the life of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",376869.0,7.331,13.06,17618280.0,2900000.0,"['Drama', 'Thriller']","['hijacking', 'biography', 'based on true story', 'airplane hijacking', 'terrorism', 'tragic event', 'heroine', 'flight attendant']","['Shabana Azmi', 'Jim Sarbh', 'Sonam Kapoor Ahuja']",Ram Madhvani,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/alDRJWHI1TfqB9ev6cMbVE5P92x.jpg
249,Dhara 302,2016.0,tt5005142,"Dhara 302 is a story about a young lad Veer Singh who accidentally walks on the path of crime from the age of 12. Circumstances force him to continue walking on this path and he ends up becoming a bigger criminal. However, his lady loves Kalpana makes him choose the right path. But does he manage to live a happy life? Will the society accept a person with a criminal past? All such questions are answered through the storyline.",506217.0,4.0,2.474,,,['Drama'],[],"['Gulshan Pandey', 'Pradeep Kabra', 'Rufy Khan']",Jitendra Singh Naruka,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/t5mCcXlTjbtNE1ig3d3YrQ41F54.jpg
250,Aligarh,2016.0,tt5121000,"Set in the city of Uttar Pradesh and based on true events, the plot revolves around Dr. Shrinivas Ramchandra Siras who taught Marathi at Aligarh Muslim University. He was sacked from his position of Reader and Chair of Modern Indian Languages, on charges of homosexuality. A sting operation was conducted by a TV channel which showed him in an embrace with a rickshaw puller, at his house inside the campus.",370870.0,6.9,8.494,,,['Drama'],['lgbt'],"['Manoj Bajpayee', 'Rajkummar Rao', 'Ashish Vidhyarthi']",Hansal Mehta,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/mzsnpkrrgCalhXENh8I6N0XfAbe.jpg
251,Bollywood Diaries,2016.0,tt5216810,The passionate journey of three Bollywood fanatics who wish to make it big in the industry.,415106.0,6.0,1.471,,,['Drama'],[],"['Raima Sen', 'Ashish Vidhyarthi', 'Vineet Kumar Singh']",K. D. Satyam,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/vFubh0L1Ok8AKZPi51MSuwk7DWQ.jpg
252,Love Shagun,2016.0,tt5130348,"J.D., a young man is at an important stage in his life of choosing a life partner.Looking like a plain situation which all youngsters go through, JD is accompanied by an unusual combination of problems, one of a persistent pressure of marriage from his mother and second of the astrological predictions surrounding them. Caught in a fix, JD fights the battle with his three friends, Sandy, Sumit and Deepak who have their own definitions of love. All three friends try different solutions to get JD's life sorted and plan to find a girl for him whom he can divorce. JD in the middle follows all the tricks and plans and ends up meeting Tia, a modern and independent girl who follows her own mind. But much to their surprise, the story unfolds differently and JD finds himself in a larger soup than he had imagined. Between following his mother or his heart, JD is caught in a problem that does not seem to solve.",427905.0,7.2,1.979,,,"['Comedy', 'Romance']",['romantic comedy'],"['Vikram Kochhar', 'Taran Bajaj', 'Anuj Sachdeva']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/2z3kMkaVjz1AdVUiSqWMDDAZoMV.jpg
